Company Name,Company Score,Alignment,Budget,Demand,Data Quality,Dev,F2P,Mobile,Fresh,Revenue,Funding,Headcount,Status,Volatility,Revenue ∆,Runway ∆,Headcount ∆,Hiring,URL,Country,FLAG,Notes,Discover Source,Created Date,Updated Date,Normalized Name
Monocerusworld,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,monocerus.world,Singapore,,,,,2025-09-09,monocerusworld
Get Better Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,getbetter.games,United Kingdom,,,,,2025-09-09,get better
mikadogames,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mikadogames.net,,,,,,2025-09-09,mikadogames
NutsNuts Virtual Reality 3D Design & MobAppDev,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nutsnutsvr.com,Canada,,,,,2025-09-09,nutsnuts virtual reality 3d design mobappdev
Sun Warrior,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,sun-warrior.io,United Kingdom,,,,,2025-09-09,sun warrior
Mighty Games Magazine,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mightygamesmag.de,Germany,,,,,2025-09-09,mighty magazine
Nitreal Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nitrealgames.com,Poland,,,,,2025-09-09,nitreal
Gardenscapes Free Coins And Stars Generator 2022,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/gardenscapes-free-coins-and-stars-generator-2022,United States,,,,,2025-09-09,gardenscapes free coins and stars generator
HOLYWAR,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,holywar.io,United Kingdom,,,,,2025-09-09,holywar
Invisibit Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,invisibitstudios.com,United Kingdom,,,,,2025-09-09,invisibit
Imea,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/imea-systems,Armenia,,,,,2025-09-09,imea
NV Gaming,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nvgaming.net,Finland,,,,,2025-09-09,nv
Innogiant,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,innogiant.com,Finland,,,,,2025-09-09,innogiant
gloops,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,gloops.com,Japan,,,,,2025-09-09,gloops
HeadGames,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/headgames-inc-,United States,,,,,2025-09-09,headgames
Net Riders,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,netriders.pro,Estonia,,,,,2025-09-09,net riders
Heyday Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/heyday-games,,,,,,2025-09-09,heyday
Mice Game Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,round3studios.com,Turkey,,,,,2025-09-09,mice
Lorraine Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,link-twin.com,Romania,,,,,2025-09-09,lorraine
Ooblada,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,ooblada.net,France,,,,,2025-09-09,ooblada
Guru Game,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,guru.game,,,,,,2025-09-09,guru
Lackland Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/lackland-studios,Montenegro,,,,,2025-09-09,lackland
TOP WAR BATTLE GAME FREE GEMS AND GOLD GENERATOR,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/top-war-battle-game-free-gems-and-gold-generator,United Kingdom,,,,,2025-09-09,top war battle free gems and gold generator
Rec Room Free Tokens Generator 2022 No Survey,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/rec-room-free-tokens-generator-2022-no-survey,Sweden,,,,,2025-09-09,rec room free tokens generator no survey
NEXTARK GROUP,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nextark.co.jp,Japan,,,,,2025-09-09,nextark
Inex,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/inexgames,Iran,,,,,2025-09-09,inex
Kalpa Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/kalpa-games,Spain,,,,,2025-09-09,kalpa
Otter Worlds Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/otter-worlds-games,Spain,,,,,2025-09-09,otter worlds
TheMossland,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,moss.land,South Korea,,,,,2025-09-09,themossland
Immobile Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,immobilegames.com,Finland,,,,,2025-09-09,immobile
Ministry Of Immersion,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,ministryofimmersion.com,Singapore,,,,,2025-09-09,ministry of immersion
Impromptu Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,impromptustudios.com,United States,,,,,2025-09-09,impromptu
Laudo Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/laudo-games,United Kingdom,,,,,2025-09-09,laudo
New Global Sport Conference,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,newglobalsportconference.com,Saudi Arabia,,,,,2025-09-09,new sport conference
MiniMonos.com,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,minimonos.com,New Zealand,,,,,2025-09-09,minimonos com
Nine Worlds Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nineworldsstudios.com,Germany,,,,,2025-09-09,nine worlds
Stack Fest,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,stack-fest.com,United Kingdom,,,,,2025-09-09,stack fest
Gammafon,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/gammafon,Sweden,,,,,2025-09-09,gammafon
TheMossland,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,moss.land,South Korea,,,,,2025-09-09,themossland
Moovy.io,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,moovy.io,British Virgin Islands,,,,,2025-09-09,moovy io
MagicHat Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,magichatstudio.co.uk,United Kingdom,,,,,2025-09-09,magichat
Heresy Game Design,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,goodgamesbydesign.com,United States,,,,,2025-09-09,heresy design
Magma Interactive,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,magma-interactive.com,,,,,,2025-09-09,magma
Moonbite Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,moonbite-games.com,Spain,,,,,2025-09-09,moonbite
Knocknock Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,knocknockgames.com,United States,,,,,2025-09-09,knocknock
Nucleus Studioz,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/nucleusstudioz,India,,,,,2025-09-09,nucleus studioz
Mine Arena,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,minearena.com,Vietnam,,,,,2025-09-09,mine arena
Pong Heroes,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,pongheroes.io,,,,,,2025-09-09,pong heroes
Stashlink,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/stashlink,United States,,,,,2025-09-09,stashlink
Lush Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/ludo-lush,Pakistan,,,,,2025-09-09,lush
OneNine Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,oneninestudios.com,United States,,,,,2025-09-09,onenine
Securly Team,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/securly-team,Finland,,,,,2025-09-09,securly team
Gen One Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,genonestudios.net,United States,,,,,2025-09-09,gen one
Partakers,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/partakers,United Kingdom,,,,,2025-09-09,partakers
Motion Blur,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,motionblur.com,Turkey,,,,,2025-09-09,motion blur
OTI Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,oti-studios.com,United Kingdom,,,,,2025-09-09,oti
Jango Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/jangogames,United Kingdom,,,,,2025-09-09,jango
LitCobra,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,litcobra.com,Sweden,,,,,2025-09-09,litcobra
Masthead Studios,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mastheadstudios.com,Bulgaria,,,,,2025-09-09,masthead
Isoforce Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mousehaunt.com,Canada,,,,,2025-09-09,isoforce
MATABOO,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mataboo.com,Poland,,,,,2025-09-09,mataboo
McGame Jam,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mcgamejam.ca,Canada,,,,,2025-09-09,mcgame jam
SoccerHub,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,soccerhub.io,,,,,,2025-09-09,soccerhub
Hyperfox Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,hyperfox.vn,Vietnam,,,,,2025-09-09,hyperfox
Basement LAN,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,basementlan.se,Sweden,,,,,2025-09-09,basement lan
Little Logic Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,littlelogicgames.com,United Arab Emirates,,,,,2025-09-09,little logic
Nama.games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nama.games,India,,,,,2025-09-09,nama
Mutate,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mutate.se,Sweden,,,,,2025-09-09,mutate
Naked Sky Entertainment,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nakedsky.com,United States,,,,,2025-09-09,naked sky
World Series Of Pooker Free Chips Generator 2022,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/world-series-of-pooker-free-chips-generator-2022,Sweden,,,,,2025-09-09,world series of pooker free chips generator
PES 21 Free Coins Generator 2022,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/pes-21-free-coins-generator-2022,Sweden,,,,,2025-09-09,pes free coins generator
Zone Six,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/zone-six,United States,,,,,2025-09-09,zone six
GiggleUp,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,giggleup.com,Australia,,,,,2025-09-09,giggleup
Hotel Blast Free Coins And Keys Generator 2022 No Survey,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/hotel-blast-free-coins-and-keys-generator-2022-no-survey,Norway,,,,,2025-09-09,hotel blast free coins and keys generator no survey
OctoPro Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/octopro-llc,United States,,,,,2025-09-09,octopro
SomniLife,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,somnilife.com,United States,,,,,2025-09-09,somnilife
True Gaming UK,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/true-gaming-uk,United Kingdom,,,,,2025-09-09,true uk
Hustle Castle Free Gold And Diamonds Generator,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/hustle-castle-free-gold-and-diamonds-generator,United Kingdom,,,,,2025-09-09,hustle castle free gold and diamonds generator
Hydra Interactive Entertainment,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,hydra-interactive.com,Spain,,,,,2025-09-09,hydra
MMOPro,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,mmopro.org,United Kingdom,,,,,2025-09-09,mmopro
Nicolas Games SA,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,nicolasgames.pl,Poland,,,,,2025-09-09,nicolas
Jurassic Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/jurassic-game,Pakistan,,,,,2025-09-09,jurassic
Psygnomi,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,psygnomi.com,United Kingdom,,,,,2025-09-09,psygnomi
OneSpaceMeta,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,onespacemeta.com,United States,,,,,2025-09-09,onespacemeta
Kolar Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,kolargames.com,Pakistan,,,,,2025-09-09,kolar
Hanakai Studio,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,hanakai-studio.com,France,,,,,2025-09-09,hanakai
Basement LAN,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,basementlan.se,Sweden,,,,,2025-09-09,basement lan
In the sandbox with..,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/in-the-sandbox-with,United Kingdom,,,,,2025-09-09,in the sandbox with
Strange Fellow Gaming Guild,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/strange-fellow-gaming-guild,Philippines,,,,,2025-09-09,strange fellow guild
Last Eden Metaverse,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,lasteden.io,Australia,,,,,2025-09-09,last eden metaverse
Pixxelverse Online,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,pixxelverseonline.com,United Kingdom,,,,,2025-09-09,pixxelverse online
MacroApe Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,macroapegames.com,India,,,,,2025-09-09,macroape
Wheel Ball Game&Token,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,fugap.com,United Kingdom,,,,,2025-09-09,wheel ball token
Metrili Games,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,metriligames.com,United States,,,,,2025-09-09,metrili
Katana Applications,9.9,0.0,32.1,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,75.7,0.0,0.0,0.0,0.0,0.0,0.0,katanaapp.com,United States,,,,,2025-09-09,katana
Zibra Ai,9.8,0.0,31.8,0.0,,0.0,0.0,0.0,0.0,73.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,zibra ai
CLD Group,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,cld.eu,Belgium,,,,,2025-09-09,cld
AIGRIND,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,warspear-online.com,Russia,,,,,2025-09-09,aigrind
Triternion,9.7,0.0,30.1,2.1,,0.0,0.0,0.0,0.0,0.0,44.9,66.6,0.0,3.9,0.0,9.3,0.0,0.0,triternion.com,Slovenia,,,,,2025-09-09,triternion
Webcore Games,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,webcoregames.com,Brazil,,,,,2025-09-09,webcore
Sports Interaction,9.7,0.0,29.8,2.9,,0.0,0.0,0.0,0.0,0.0,44.9,65.2,0.0,5.3,0.0,0.0,16.8,0.0,sportsinteraction.com,Canada,,,,,2025-09-09,sports interaction
Red Wolves Studios,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,redwolvestudios.com,Argentina,,,,,2025-09-09,red wolves
Six Impossible Things Before Breakfast,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/sixitbb,Ireland,,,,,2025-09-09,six impossible things before breakfast
Bones Studio,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,bones.studio,Poland,,,,,2025-09-09,bones
LOGICON,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,logicon.tech,United States,,,,,2025-09-09,logicon
Gamelab,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/gamelab,United States,,,,,2025-09-09,gamelab
Supercat,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,supercat.co.kr,South Korea,,,,,2025-09-09,supercat
EASLEY-DUNN PRODUCTIONS,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,easleydunnproductions.com,United States,,,,,2025-09-09,easley dunn productions
7FGame,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,7fgame.com,China,,,,,2025-09-09,7fgame
Paidwork Ads,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,paidwork.com,Poland,,,,,2025-09-09,paidwork ads
CIVITIME TOURS,9.7,0.0,31.6,0.0,,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,civitime tours
Mobile App Development Company,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,theappideas.com,India,,,,,2025-09-09,development
Glixen,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,glixentech.com,Pakistan,,,,,2025-09-09,glixen
Green Horse Gam...,9.7,0.0,31.6,0.0,,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2025-09-09,green horse gam
Siltium,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,siltium.com,Argentina,,,,,2025-09-09,siltium
Milky Tea Studios,9.7,0.0,30.1,2.1,,0.0,0.0,0.0,0.0,0.0,44.9,66.6,0.0,3.9,0.0,9.3,0.0,0.0,milkytea.com,United Kingdom,,,,,2025-09-09,milky tea
Alkimia Interactive,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,alkimiainteractive.com,Spain,,,,,2025-09-09,alkimia
GameXpress México,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,gamexpress.vg,Mexico,,,,,2025-09-09,gamexpress m xico
Bitrix Infotech Pvt,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,bitrixinfotech.com,India,,,,,2025-09-09,bitrix infotech pvt
Jabsz Gaming Studios,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,jabszgamingstudios.com,,,,,,2025-09-09,jabsz
Inwave Studio,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,inwave.vn,Vietnam,,,,,2025-09-09,inwave
unix gaming,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,unixgaming.org,Switzerland,,,,,2025-09-09,unix
Xyloite,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,xyloite.com,India,,,,,2025-09-09,xyloite
GD Company,9.7,0.0,31.5,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,73.2,0.0,0.0,0.0,0.0,0.0,0.0,gdcgames.ru,Russia,,,,,2025-09-09,gd
Intellicode,9.6,0.0,31.3,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,72.0,0.0,0.0,0.0,0.0,0.0,0.0,intellicode.tech,Pakistan,,,,,2025-09-09,intellicode
